sentence;spam
Mặc dù có nhiều biến chứng và kinh nghiệm cận kề cái chết;0
Cậu bé tuổi teen bị buộc tội gãy tay chỉ để thoát khỏi bài kiểm tra.;0
Con bọ đang có một ngày tuyệt vời cho đến khi nó tông vào kính chắn gió.;0
Hắn chỉ làm việc khi mặc bộ đồ hề.;0
Con voi thú cưng thu nhỏ trở thành sự thèm muốn của khu phố.;0
Món quà Giáng sinh yêu thích của đứa bé là chiếc hộp lớn do người cha của nó mang đến.;0
Chụp ảnh chớp là tốt nhất khi có ánh sáng mặt trời toàn phần.;0
Con lạc đà không thể cưỡng lại việc thử nước chanh.;0
Tôi từng tập dệt với mì spaghetti 3 tiếng mỗi ngày nhưng tôi đã dừng lại vì tôi không muốn chết một mình.;0
Tôi gian lận khi chơi giải phi tiêu bằng cách sử dụng nỏ dài.;0
Hồi trung học tôi có một người bạn tên là Rick Shaw, nhưng anh ta khá vô dụng trong việc vận chuyển.;0
Những quả bóng bay bay đi cùng với tất cả hy vọng và ước mơ của tôi.;0
Có rất nhiều tranh vẽ khỉ vẫy những thanh tre trong phòng tranh.;0
Con trăn anaconda là kẻ chủ mưu tội phạm vĩ đại nhất ở khu vực này.;0
Người ta nói con người nhớ rất rõ những khoảnh khắc quan trọng trong cuộc đời họ, nhưng không ai nhớ nổi ngày sinh của họ.;0
Tôi bắt đầu lo rằng con rùa cưng của tôi có thể nói được tôi đang nghĩ gì.;0
Tôi luôn mơ về việc bị mắc kẹt trên một hòn đảo hoang cho đến khi nó thực sự xảy ra.;0
Điều quan trọng cần nhớ là phải cảnh giác với những con gấu xám đang hung dữ.;0
Người môi giới bất động sản nhanh chóng đánh dấu lãnh thổ của mình trên sàn nhảy.;0
Nếu bạn căng tai ra, bạn có thể nghe thấy âm thanh của việc không ai quan tâm.;0
Tôi thật sự thấy nó đáng sợ như một rổ mèo con.;0
Thật không dễ chịu khi biết rằng số phận của bạn phụ thuộc vào một thứ không thể đoán trước như một hạt bắp.;0
Dù giáo viên có nói gì đi nữa, thì vẫn có cách sử dụng thòng lọng sai.;0
Tôi tự làm cho mình một cái sandwich bơ đậu phộng vì tôi không muốn ăn bánh rau.;0
Một ví dụ điển hình của một loại rau hữu ích là cây đại hoàng làm thuốc.;0
Tôi trở nên hoang tưởng rằng trường học sứa đang theo dõi tôi.;0
Tìm nơi trú ẩn khỏi ánh mặt trời luôn là ý hay.;0
Tôi biết nhiều đứa trẻ muốn có một con ngựa con, nhưng tôi muốn một chiếc xe đạp có tên lửa gắn trên đó.;0
Vì một lý do không thể hiểu nổi, đội phản ứng không xem việc thiếu sữa cho ngũ cốc của tôi là một trường hợp khẩn cấp.;0
Sau khi phủ dầu thực vật lên người, tỷ lệ thành công của tôi tăng vọt.;0
Hiệu quả của việc ghép đôi tất trong ngăn kéo khá đáng ngưỡng mộ.;0
Tôi tin tưởng mọi thứ được viết bằng mực tím.;0
 Tôi không phải là một con thú vui, nhưng tôi thích những bữa tiệc thú vật.;0
 Tôi chưa từng thấy ly rượu brandy nào đẹp hơn thế.;0
 Mọi thứ diễn ra rất tốt đẹp cho đến khi tôi bị một con hươu cao cổ màu tím bám theo.;0
 Có một xu hướng đang gia tăng trong giới trẻ về việc sử dụng đĩa nhựa làm bánh xe đẩy.;0
 Bạn không có quyền tự gọi mình là sáng tạo cho đến khi bạn nhìn vào một cái bay và nghĩ rằng nó sẽ là một cây tăm khóa tuyệt vời.;0
 Không thể tin được đây là lần thứ 8 tôi đập bể ống heo trong cùng một ngày!;0
 Có lẽ trong tủ chén của tôi có đủ thủy tinh để xây một bể cá dưới biển.;0
 Tôi lo lắng vì con gái tôi coi người bán thảm ở địa phương như một tấm gương.;0
 Thư ký của tôi là người duy nhất thực sự hiểu nỗi ám ảnh sưu tập tem của tôi.;0
 Tôi chưa bao giờ có trách nhiệm làm bánh rán.;0
 Chắc chắn đây là 300 câu mô tả những thứ khác nhau khái niệm và kịch bản không phải là ý tưởng dự án sáng tạo;0
 Mặt trời lặn xuống phía chân trời, toả ra một ánh sáng ấm áp, màu cam.;0
 Một căn nhà ấm cúng, mộc mạc nép mình sâu trong rừng cây.;0
 Hương thơm của bánh mì mới nướng lan toả khắp tiệm bánh.;0
 Một hồ nước thanh bình, yên tĩnh bao quanh bởi cây cối xanh tốt.;0
 Một chiếc xe cổ điển, cổ điển đậu trên một con phố yên tĩnh.;0
 Cảm giác cát giữa các ngón chân trên bãi biển đầy nắng.;0
 Một chợ nông sản nhộn nhịp với các quầy hàng đầy màu sắc của sản phẩm tươi sống.;0
 Một làn gió nhẹ xào xạc qua những tán lá vào một ngày hè.;0
 Vị của một quả dưa hấu chín hoàn hảo, mọng nước.;0
 Âm thanh của sóng vỗ vào vách đá.;0
 Một cánh đồng hoa dại rực rỡ nở rộ.;0
 Hình ảnh trăng tròn chiếu sáng bầu trời đêm trong trẻo.;0
 Một bữa tối trong một nhà hàng thân mật.;0
 Âm thanh êm dịu của mưa gõ trên khung cửa sổ.;0
 Tiếng cười của trẻ con vang vọng trong sân chơi.;0
 Cảm giác của một tấm chăn ấm áp, xù xì trong một đêm đông lạnh lẽo.;0
 Một dãy núi đẹp như tranh vẽ phủ đầy tuyết.;0
 Một khinh khí cầu sặc sỡ bay duyên dáng trên bầu trời.;0
Mùi lửa trại cháy lách tách trong không khí mát mẻ buổi tối.;0
Một hiệu sách cũ, quyến rũ với những giá sách cũ kỹ.;0
Vị của một nấm cục béo, béo ngậy sô cô la.;0
Cảnh một cầu vồng đôi cong trên bầu trời.;0
Một buổi tập yoga yên tĩnh trong một khu vườn yên tĩnh.;0
Cảm giác giấy nhám dưới ngón tay.;0
Một đĩa than cổ quay trên bàn xoay.;0
Hương thơm của cà phê tươi đang được pha vào buổi sáng.;0
Tiếng suối róc rách trong rừng rậm.;0
Hương vị của bánh táo tự làm, vẫn còn ấm từ lò nướng.;0
Một nghệ sĩ đường phố vẽ một bức tranh tường sôi động trên tường thành phố.;0
Một đêm đầy sao với những chòm sao lấp lánh trên đầu.;0
Cảm giác của một làn gió mát mẻ trong một ngày hè nóng bức.;0
Một cánh đồng lúa mì cao, đung đưa ở vùng quê.;0
Mùi hoa tử đinh hương nở trong vườn.;0
Âm thanh của trẻ con chơi đùa trong công viên.;0
Một lâu đài lịch sử nằm trên đỉnh đồi.;0
Cảm giác nhảy xuống hồ bơi trong một ngày nóng nực.;0
Một thành phố nhộn nhịp với những toà nhà chọc trời cao ngất.;0
Hương vị của nước chanh tươi.;0
Cảnh thác nước hùng vĩ đổ xuống đá.;0
Một câu lạc bộ jazz ấm cúng, ánh sáng mờ ảo với nhạc sống.;0
Hương thơm của một cái vỉ nướng xèo xèo với bánh burger.;0
Tiếng dế kêu vào một buổi tối mùa hè.;0
Một máy đánh chữ cổ điển gõ lách cách khi các từ được đánh máy.;0
Vị của một quả đào chín hoàn hảo, thơm ngát.;0
Một khu vườn yên tĩnh với cá koi bơi trong ao.;0
Cảm giác một cái ôm ấm áp, nhẹ nhàng từ người thân yêu.;0
Một con đường mòn đi bộ đường dài qua một khu rừng rậm rạp.;0
Mùi hương của lửa trại với kẹo dẻo nướng.;0
Âm thanh của một cơn mưa nhẹ nhàng trên mái nhà bằng thiếc.;0
Một chợ đường phố nhộn nhịp với các nhà cung cấp bán đồ thủ công thủ công.;0
Hương vị của món lasagna tự làm với vị mặn.;0
Cảnh tượng của một ngọn hải đăng lịch sử nhìn ra biển.;0
Thiền trong một căn phòng yên tĩnh.;0
Cảm giác mát-xa nhẹ nhàng trên cơ bắp đau nhức.;0
Một cánh đồng hoa hướng dương đung đưa trong gió.;0
Tiếng lá cây xào xạc dưới chân vào mùa thu.;0
Hương thơm của món cà ri nóng đang sôi trên bếp.;0
Vị của một quả xoài chín mọng nước.;0
Cảnh một cái ao thanh bình với những bông súng và ếch nhái.;0
Một cái ghế bành ấm cúng, cũ kỹ bên cạnh một lò sưởi đang kêu lách cách.;0
Cảm giác của một làn gió biển mát mẻ trên một chuyến đi bộ ven biển.;0
Một dòng sông uốn lượn quanh thung lũng tươi tốt.;0
Mùi cỏ mới cắt vào một ngày nắng.;0
Tiếng mòng biển kêu bên bờ biển.;0
Một nhà thờ lịch sử với những cửa sổ kính màu phức tạp.;0
Vị của một quả dứa ngọt ngào, mọng nước.;0
Cảnh một cuộc diễu hành đầy màu sắc dọc con phố.;0
Một chuyến dã ngoại yên bình trên đồng cỏ đầy nắng.;0
Cảm giác được ôm ấp bởi một người bạn thân.;0
Một khu vườn thanh bình với cá koi bơi trong ao.;0
Hương thơm của trà mới pha trong một phòng trà ấm cúng.;0
Âm thanh của sóng vỗ vào bờ đá.;0
Một chợ đường phố nhộn nhịp với những người bán gia vị lạ.;0
Vị của bánh quy sô cô la giòn, ấm.;0
Cảnh tượng một con đại bàng đầu hói uy nghi bay vút lên bầu trời.;0
Một khu rừng yên tĩnh với ánh sáng mặt trời lốm đốm.;0
Cảm giác mưa rơi nhẹ nhàng trên mặt.;0
Một ngôi làng lịch sử quyến rũ với những con đường lát đá cuội.;0
Mùi hoa oải hương nở trên cánh đồng đầy nắng.;0
Tiếng cười của trẻ con trong lễ hội.;0
Một máy nghe nhạc cổ điển quay một album vinyl.;0
Vị của một quả dâu tây chín, mới hái.;0
Cảnh tượng của một lễ hội khinh khí cầu đầy màu sắc.;0
Một quán cà phê ấm cúng với mùi cà phê mới xay.;0
Cảm giác cát ấm, mềm giữa các ngón chân.;0
Một khu vườn thiền yên bình với các tác phẩm điêu khắc Thiền.;0
Hương thơm của món hầm ngon lành đang sôi trên bếp.;0
Tiếng chim hót trong một khu rừng tươi tốt.;0
Một quảng trường thành phố nhộn nhịp với những nghệ sĩ đường phố.;0
Vị kem ốc quế tự làm.;0
Cảnh tượng thác nước đổ xuống nơi hoang dã.;0
Một hiệu sách ấm cúng với những giá sách cổ.;0
Cảm giác của một làn gió biển nhẹ nhàng trên bến tàu.;0
Một cánh đồng hoa tulip nở rộ.;0
Mùi hương của rừng thông vào một buổi sáng mát mẻ.;0
Tiếng lửa trại cháy lách tách trong rừng.;0
Một hoạ sĩ đường phố vẽ những bức tranh phấn phức tạp.;0
Vị của một miếng bít tết nướng ngon tuyệt.;0
Cảnh tượng một cái ao yên bình được bao quanh bởi những cây liễu.;0
Một câu lạc bộ jazz với âm nhạc saxophone mượt mà.;0
Mùi thơm của món fajitas nóng bỏng tại một nhà hàng Mexico.;0
Cảm giác của một cơn mưa ấm áp, mềm mại trên da của bạn.;0
Một con đường mòn đi bộ ngắm cảnh với tầm nhìn toàn cảnh núi.;0
Tiếng sóng vỗ vào bờ.;0
Vị của một miếng sô cô la mềm, chảy.;0
Cảnh tượng một rạn san hô sống động tràn ngập sự sống.;0
Một căn nhà gỗ ấm cúng trong một thiên đường mùa đông đầy tuyết.;0
Cảm giác của một dòng suối núi mát mẻ trên đôi chân của bạn.;0
Một chợ cá nhộn nhịp với những con cá tươi trong ngày.;0
Mùi hoa anh đào nở vào mùa xuân.;0
Tiếng cười và trò chuyện trong một buổi họp mặt gia đình.;0
Một biệt thự lịch sử với kiến trúc trang trí công phu.;0
Vị của một chiếc bánh sô-cô-la ngon lành, suy đồi.;0
Cảnh một khu rừng thanh bình với hoa dại.;0
Một khu vườn trên mái nhà yên bình với tầm nhìn ra thành phố.;0
Hương thơm của món thịt nướng trong lò nướng.;0
Tiếng lá xào xạc trong làn gió nhẹ.;0
Một chợ đêm nhộn nhịp với những người bán thức ăn đường phố.;0
Hương vị của một món cà ri cay, thơm ngon.;0
Cảnh tượng của một khu rừng gỗ đỏ hùng vĩ.;0
Một căn nhà ấm cúng bên lò sưởi đang kêu lách cách trong mùa đông.;0
Cảm giác một cái ôm ấm áp, mời gọi từ một người thân yêu.;0
Một khu vườn Nhật Bản yên tĩnh với một hồ cá koi.;0
Mùi bánh quế nướng tươi.;0
Âm thanh của sóng vỗ trên bờ biển đá.;0
Một lễ hội đường phố sôi động với các trò chơi và cưỡi ngựa.;0
Vị táo tươi, giòn.;0
Cảnh tượng một tòa nhà đại học lịch sử phủ đầy dây thường xuân.;0
Một nơi tĩnh tâm tĩnh lặng trên núi.;0
Cảm giác mát xa nhẹ nhàng trên vai.;0
Một cánh đồng hoa dại đung đưa trong gió.;0
Tiếng mưa rơi trên ô kính cửa sổ ban đêm.;0
Hương thơm của một quả ớt tự làm, ngon miệng.;0
Vị của một quả lê chín mọng.;0
Cảnh tượng của một khu phố Tàu sôi động, nhộn nhịp.;0
Một quán cà phê ấm cúng với mùi đậu nướng.;0
Cảm giác ấm áp mời gọi khi tắm.;0
Một khu vườn thực vật yên tĩnh với những loài cây lạ.;0
Mùi hương của rừng thông sau cơn mưa bão.;0
Tiếng trẻ con cười đùa trong sân chơi.;0
Một lâu đài lịch sử với một cây cầu và tháp pháo.;0
Vị của một miếng Cheesecake béo ngậy mơ màng.;0
Cảnh đồng cỏ yên bình với những con hươu gặm cỏ.;0
Một thư viện ấm cúng với những giá sách cổ.;0
Cảm giác của một tấm chăn ấm áp, mềm mại trong một buổi tối lạnh lẽo.;0
Một ngọn núi tuyệt đẹp với những con đường quanh co.;0
Hương thơm của bánh quế mới nướng.;0
Tiếng chim hót trong vườn.;0
Một chợ phố nhộn nhịp với những người bán hàng rong.;0
Vị của bánh sừng bò ấm áp, giòn tan.;0
Cảnh tượng thác nước hùng vĩ trong một công viên quốc gia.;0
Một bữa tối yên tĩnh, bên cửa sổ, ánh nến lung linh.;0
Cảm giác của một làn gió mát mẻ trên một chuyến đi bộ ven biển.;0
Một cái ao trong vườn yên tĩnh với cá koi.;0
Mùi hương của hoa hồng nở trong vườn hoa hồng.;0
Tiếng cười tại một vòng quay lễ hội.;0
Một máy quay đĩa cổ điển quay một đĩa nhạc jazz.;0
Vị của quả mâm xôi chín mọng, tươi.;0
Cảnh một khinh khí cầu đầy màu sắc đang bay lên.;0
Một quán cà phê ấm cúng với mùi cà phê mới pha.;0
Cảm giác cát ấm, mềm trên bãi biển.;0
Một khu vườn thiền yên bình với các tác phẩm điêu khắc Thiền.;0
Hương thơm của một nồi súp đang sôi.;0
 Âm thanh của sóng vỗ vào bờ cát.;0
 Một quảng trường thành phố nhộn nhịp với những nghệ sĩ đường phố.;0
 Vị kem ốc quế tự làm.;0
 Cảnh thác nước đổ xuống trong một khu rừng rậm rạp.;0
 Một câu lạc bộ jazz với âm nhạc saxophone sống.;0
 Cảm giác của một làn gió mát mẻ trên bến tàu.;0
 Một cánh đồng hoa tulip nở rộ.;0
 Mùi hương của rừng thông vào một buổi sáng mát mẻ.;0
 Tiếng lửa trại cháy lách tách trong rừng.;0
 Một nghệ sĩ đường phố tạo ra nghệ thuật phấn đầy màu sắc.;0
 Vị của một cái bánh burger nướng ngon tuyệt.;0
 Cảnh tượng một cái ao thanh bình được bao quanh bởi những cây liễu.;0
Một căn nhà gỗ ấm cúng trong khung cảnh mùa đông đầy tuyết.;0
Cảm giác của một dòng suối núi mát mẻ trên đôi chân của bạn.;0
Một chợ cá nhộn nhịp với hải sản tươi sống.;0
Mùi hoa anh đào nở vào mùa xuân.;0
Âm thanh của tiếng cười và trò chuyện trong một chuyến dã ngoại của gia đình.;0
Một biệt thự lịch sử với kiến trúc vĩ đại.;0
Hương vị của món tráng miệng sô-cô-la đậm đà, phong phú.;0
Cảnh một khu rừng yên bình với những bông hoa dại.;0
Một khu vườn trên mái nhà thanh bình với khung cảnh thành phố.;0
Hương thơm của món nướng mặn đang nướng trong lò.;0
Tiếng lá xào xạc trong làn gió nhẹ.;0
Một chợ đêm nhộn nhịp với những người bán thức ăn đường phố.;0
Vị của một món ăn dân tộc cay, thơm ngon.;0
Cảnh tượng của một khu rừng gỗ đỏ hùng vĩ.;0
Một căn nhà ấm cúng với lò sưởi kêu lách tách vào mùa đông.;0
Cảm giác một cái ôm ấm áp, đầy yêu thương từ một người bạn.;0
Một khu vườn Nhật Bản yên tĩnh với một hồ cá koi.;0
Mùi bánh mì mới nướng trong tiệm bánh.;0
Âm thanh của sóng vỗ trên bờ đá.;0
Một lễ hội đường phố sôi động với các trò chơi và cưỡi ngựa.;0
Vị dưa chuột tươi, giòn.;0
Cảnh tượng của một tòa nhà đại học lịch sử phủ đầy ivy.;0
Một nơi tĩnh tâm tĩnh lặng trên núi.;0
Cảm giác mát xa nhẹ nhàng trên lưng.;0
Một cánh đồng hoa dại đung đưa trong làn gió nhẹ.;0
Tiếng mưa rơi trên kính cửa sổ.;0
Hương thơm của món hầm tự làm, ngon miệng.;0
Vị của một quả cam chín mọng.;0
Một thị trường nhộn nhịp, đầy màu sắc.;0
Một quán trà ấm cúng với mùi hương của trà ngâm lá.;0
Cảm giác ánh nắng ấm áp trên da.;0
Một cái ao yên tĩnh với những bông súng và ếch nhái.;0
Mùi hoa nhài nở trong vườn.;0
Âm thanh của trẻ con chơi đùa trong công viên.;0
Một nhà thờ lịch sử với những cửa sổ kính màu phức tạp.;0
Vị của món súp kem, tự làm.;0
Cảnh một khu rừng thanh bình với những cây nấm dại.;0
Một khu vườn trên mái nhà yên bình với tầm nhìn ra đường chân trời.;0
Hương thơm của một nồi cà ri đang sôi.;0
Tiếng lá cây xào xạc dưới chân vào mùa thu.;0
Một chợ đêm nhộn nhịp với những người bán thức ăn đường phố.;0
Vị của một miếng taco đường phố cay, thơm ngon.;0
Cảnh thác nước đổ xuống trong một hẻm núi tươi tốt.;0
Một câu lạc bộ jazz với tiếng piano sống.;0
Cảm giác của một làn gió mát mẻ trên một chuyến đi bộ ven biển.;0
Một cánh đồng hoa thuỷ tiên rực rỡ nở rộ.;0
Mùi hoa oải hương nở trên đồng cỏ đầy nắng.;0
Âm thanh của tiếng cười và âm nhạc trong một bữa tiệc trên bãi biển.;0
Một lâu đài lịch sử với những bức tường đá cao chót vót.;0
Vị của món bánh mousse sô cô la ngon lành, suy đồi.;0
Cảnh đồng cỏ yên bình với những con ngựa gặm cỏ.;0
Một thư viện ấm cúng với những giá sách tiểu thuyết cổ điển.;0
Cảm giác một chiếc khăn choàng mềm, ấm áp trong một ngày lạnh giá.;0
Một ngọn núi tuyệt đẹp với những con đường quanh co.;0
Hương thơm của một chiếc bánh táo mới nướng.;0
Tiếng chim hót trong khu vườn yên bình.;0
Một chợ thành phố nhộn nhịp với hàng dệt may sặc sỡ.;0
Vị kem gelato tự làm.;0
Cảnh tượng thác nước hùng vĩ trong một khu rừng xa xôi.;0
Một bữa tối yên tĩnh, bên lò sưởi, dưới ánh nến.;0
Cảm giác của một làn gió biển mát mẻ trên bến tàu.;0
Một cái ao trong vườn yên tĩnh với những chú cá koi sặc sỡ.;0
Mùi hương của hoa hồng nở trong vườn hoa hồng.;0
Tiếng cười ở một hội chợ giữa đường.;0
Một máy nghe nhạc cổ điển quay một đĩa than.;0
Vị của quả việt quất chín, tươi.;0
Cảnh tượng của một lễ hội khinh khí cầu đầy màu sắc.;0
Cà phê ozy với mùi cà phê mới xay.;0
Cảm giác cát ấm, mềm trên bãi biển đầy nắng.;0
Một khu vườn thiền định yên bình với những hoạ tiết thiền.;0
Hương thơm của một nồi ớt đang sôi.;0
Âm thanh của sóng vỗ vào bờ cát.;0
Một quảng trường thành phố nhộn nhịp với những nghệ sĩ đường phố.;0
Vị kem, kem làm tại nhà.;0
Cảnh thác nước đổ xuống trong rừng rậm.;0
Một câu lạc bộ jazz với tiếng kèn trumpet.;0
Cảm giác của một làn gió mát mẻ trên một vách đá ven biển.;0
Một cánh đồng hoa anh túc rực rỡ nở rộ.;0
Mùi hoa anh đào nở vào mùa xuân.;0
Tiếng cười và cuộc trò chuyện trong buổi họp mặt gia đình.;0
Một biệt thự lịch sử với đồ đạc trang trí công phu.;0
Vị của một chiếc bánh sô cô la béo ngậy, suy đồi.;0
Cảnh một khu rừng yên bình với một dòng suối bập bềnh.;0
Một hiệu sách ấm cúng với những giá sách bọc da.;0
Cảm giác một tấm chăn ấm áp, mềm mại trong một đêm lạnh lẽo.;0
Một con đường mòn trên núi với khung cảnh đẹp mê hồn.;0
Hương thơm của một chiếc bánh quế mới nướng.;0
Tiếng chim hót trong một khu rừng vắng.;0
Một chợ đêm nhộn nhịp với những người bán thức ăn đường phố.;0
Vị của một món mì cay, thơm ngon.;0
Cảnh tượng của một khu rừng gỗ đỏ hùng vĩ.;0
Một căn nhà ấm cúng với lò sưởi gầm rú vào mùa đông.;0
Cảm giác được một người bạn ôm ấp, yêu thương.;0
Một khu vườn Nhật Bản yên tĩnh với một hồ cá koi thanh bình.;0
Mùi bánh quy mới nướng trong lò nướng.;0
Âm thanh của sóng vỗ trên bờ biển đá.;0
Một lễ hội đường phố sôi động với ánh sáng và trò chơi đầy màu sắc.;0
Vị táo tươi, giòn.;0
Cảnh tượng của một tòa nhà đại học lịch sử phủ đầy ivy.;0
Một nơi tĩnh tâm tĩnh lặng trong khung cảnh núi non.;0
Cảm giác mát xa nhẹ nhàng trên vai.;0
Một cánh đồng hoa dại đung đưa trong làn gió nhẹ.;0
Tiếng mưa rơi trên kính cửa sổ.;0
Hương thơm của món hầm tự làm, ngon miệng.;0
Vị của một trái đào chín mọng.;0
Một thị trường nhộn nhịp, đầy màu sắc.;0
Một quán trà ấm cúng với mùi hương của trà ngâm lá.;0
Cảm giác ánh nắng ấm áp trên da.;0
Một cái ao yên tĩnh với những bông súng và ếch nhái.;0
Mùi hoa nhài nở trong vườn.;0
Âm thanh của trẻ con chơi đùa trong công viên.;0
Một nhà thờ lịch sử với những cửa sổ kính màu phức tạp.;0
Vị của món súp kem, tự làm.;0
Cảnh một khu rừng thanh bình với những cây nấm dại.;0
Một khu vườn trên mái nhà yên bình với tầm nhìn ra đường chân trời.;0
Hương thơm của một nồi cà ri đang sôi.;0
Tiếng lá cây xào xạc dưới chân vào mùa thu.;0
Một chợ đêm nhộn nhịp với những người bán thức ăn đường phố.;0
Vị của một miếng taco đường phố cay, thơm ngon.;0
Cảnh thác nước đổ xuống trong một hẻm núi tươi tốt.;0
Một câu lạc bộ jazz với tiếng piano sống.;0
Cảm giác của một làn gió mát mẻ trên một chuyến đi bộ ven biển.;0
Một cánh đồng hoa thuỷ tiên rực rỡ nở rộ.;0
Mùi hoa oải hương nở trên đồng cỏ đầy nắng.;0
Âm thanh của tiếng cười và âm nhạc trong một bữa tiệc trên bãi biển.;0
Tất nhiên, đây là 300 câu hỏi bao gồm một loạt các chủ đề và chủ đề.;0
Kỷ niệm thời thơ ấu yêu thích của bạn là gì?;0
Điều gì thúc đẩy bạn ra khỏi giường vào buổi sáng?;0
Nếu bạn có thể đi đến bất cứ đâu trên thế giới, bạn sẽ đi đâu?;0
Cuốn sách nào có ảnh hưởng lớn nhất đến cuộc sống của bạn?;0
Sở hữu nào được yêu thích nhất của bạn?;0
Điều phiêu lưu nhất mà bạn từng làm là gì?;0
Nếu anh có thể ăn tối với bất cứ nhân vật lịch sử nào, thì đó sẽ là ai?;0
Bạn muốn dùng thức ăn gì để xoa dịu?;0
Bạn luôn muốn theo đuổi sở thích hoặc thú vui nào?;0
Lời khuyên tốt nhất mà bạn nhận được là gì?;0
Bạn coi trọng điều gì nhất trong tình bạn?;0
Nếu bạn có thể thay đổi một điều về thế giới, đó sẽ là gì?;0
Cách thư giãn yêu thích của bạn sau một ngày dài là gì?;0
Nơi đẹp nhất mà bạn từng đến là đâu?;0
Nếu bạn có thể gặp bất kỳ nhân vật hư cấu nào, đó sẽ là ai?;0
Bạn muốn thành thạo kỹ năng hay tài năng nào?;0
Mùa yêu thích của bạn là gì và tại sao?;0
Bộ phim gần đây nhất mà bạn xem là gì, và bạn nghĩ gì về nó?;0
Món quà ý nghĩa nhất mà bạn từng nhận được là gì?;0
Nếu bạn có thể sống trong bất kỳ khoảng thời gian nào, bạn sẽ sống vào lúc nào?;0
Thành công có ý nghĩa gì với bạn?;0
Hình thức tập luyện yêu thích của bạn là gì?;0
Bài hát yêu thích nhất của bạn là gì?;0
Nếu bạn có được siêu năng lực, bạn sẽ chọn thứ gì?;0
Lời khuyên tốt nhất mà bạn từng đưa ra là gì?;0
Nơi nào thú vị nhất mà anh từng đến?;0
Mục tiêu thử thách nhất mà bạn đã đặt ra cho bản thân là gì?;0
Nếu bạn có thể nói trôi chảy bất kỳ ngôn ngữ nào, đó sẽ là ngôn ngữ nào?;0
Bài học quan trọng nhất mà bạn học được trong cuộc sống cho đến nay là gì?;0
Cách nào khiến bạn có một ngày chủ nhật lười biếng?;0
Nếu bạn có thể ăn tối với một nhân vật hư cấu, người đó sẽ là ai?;0
Niềm vui tội lỗi của bạn khi nói đến giải trí là gì?;0
Giấc mơ nào bạn nhớ rõ ràng?;0
Nếu bạn có thể gặp bất kỳ nhạc sĩ nào, dù còn sống hay đã chết, thì đó sẽ là ai?;0
Hiện tượng tự nhiên đẹp nhất mà bạn từng chứng kiến là gì?;0
Bữa ăn đáng nhớ nhất mà bạn từng ăn là gì?;0
Lời khuyên tốt nhất mà bạn dành cho bản thân khi còn trẻ là gì?;0
Nếu bạn có thể đến bất kỳ thời điểm nào trong lịch sử, khi nào bạn sẽ đến?;0
Bạn thích loại ẩm thực nào nhất?;0
Bạn luôn muốn học kỹ năng nào nhưng chưa học?;0
Lời khen ý nghĩa nhất mà bạn nhận được là gì?;0
Nếu bạn có thể đi đến bất kỳ thế giới hư cấu nào, bạn sẽ đi đâu?;0
Cách nào bạn thích để thể hiện sự sáng tạo của mình?;0
Mục tiêu bạn đặt ra cho bản thân trong năm tới là gì?;0
Nếu bạn có thể tìm được một công việc nào đó trong một ngày, bạn sẽ chọn công việc nào?;0
Thể loại sách yêu thích của bạn là gì?;0
Nơi nào bạn luôn muốn đến nhưng chưa đến?;0
Nếu bạn có thể gặp bất kỳ nhân vật lịch sử nào, bạn sẽ xin lời khuyên từ ai?;0
Điều thách thức nhất mà bạn từng làm là gì?;0
Kĩ năng hay tài năng nào bạn có ít được đánh giá nhất?;0
Cảnh đẹp nhất mà bạn từng thấy là gì?;0
Nếu có thể trò chuyện với bản thân trong tương lai, bạn sẽ hỏi điều gì?;0
Cuốn sách thời thơ ấu yêu thích của bạn là gì?;0
Bạn đã đến thăm nơi nào vượt quá mong đợi của mình?;0
Mục đích hay sự từ thiện nào khiến bạn đam mê?;0
Nếu bạn có thể nuôi bất kỳ con vật nào, đó sẽ là con nào?;0
Điều kỳ diệu tự nhiên đáng kinh ngạc nhất mà bạn từng thấy là gì?;0
Bài học quý giá nhất mà bạn học được từ một sai lầm là gì?;0
Nếu bạn có thể ngay lập tức học được bất kỳ kỹ năng nào, đó sẽ là gì?;0
Điều gì là thách thức nhất mà bạn phải vượt qua?;0
Hoạt động ngoài trời yêu thích của bạn là gì?;0
Nếu bạn có thể dành một ngày với bất kỳ nhân vật lịch sử nào, người đó sẽ là ai?;0
Có tài năng gì mà ít người biết đến?;0
Nơi nào bạn muốn đến vì ý nghĩa lịch sử của nó?;0
Cách nào bạn thích để đóng góp cho cộng đồng?;0
Nếu bạn có thể trò chuyện với bất kỳ con vật nào, đó sẽ là con gì?;0
Tác phẩm nghệ thuật đẹp nhất mà bạn từng thấy là gì?;0
Mục tiêu cá nhân mà bạn đã đạt được mà bạn tự hào là gì?;0
Nếu bạn có thể hồi tưởng lại bất kỳ khoảnh khắc nào trong cuộc sống, đó sẽ là gì?;0
Bạn tự hào về kỹ năng nào mà bạn đã phát triển?;0
Bài học quan trọng nhất mà bạn học được từ một người cố vấn là gì?;0
Loại phiêu lưu ngoài trời nào bạn thích nhất?;0
Nếu bạn có thể dùng bữa với bất kỳ nhân vật hư cấu nào, đó sẽ là ai?;0
Cảnh quan thiên nhiên đẹp nhất mà bạn từng thấy là gì?;0
Giấc mơ nào bạn luôn có nhưng chưa theo đuổi?;0
Nếu bạn có thể có bất kỳ sự nghiệp nào trong một ngày, đó sẽ là gì?;0
